Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    2002/4002        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
                0.00    0.00    2002/2002        std::vector<float, std::allocator<float> > const& std::forward<std::vector<float, std::allocator<float> > const&>(std::remove_reference<std::vector<float, std::allocator<float> > const&>::type&) [100]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [99]
[100]    0.0    0.00    0.00    2002         std::vector<float, std::allocator<float> > const& std::forward<std::vector<float, std::allocator<float> > const&>(std::remove_reference<std::vector<float, std::allocator<float> > const&>::type&) [100]
-----------------------------------------------
                0.00    0.00    2002/2002        void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [112]
[101]    0.0    0.00    0.00    2002         void std::_Destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*) [101]
                0.00    0.00    2002/6006        std::vector<float, std::allocator<float> >::~vector() [45]
-----------------------------------------------
                0.00    0.00    2000/2000        void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [103]
[102]    0.0    0.00    0.00    2000         std::vector<float, std::allocator<float> >::capacity() const [102]
-----------------------------------------------
                0.00    0.00    2000/2000        std::vector<float, std::allocator<float> >::operator=(std::initializer_list<float>) [105]
[103]    0.0    0.00    0.00    2000         void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [103]
                0.00    0.00    2000/4005        std::iterator_traits<float const*>::difference_type std::distance<float const*>(float const*, float const*) [53]
                0.00    0.00    2000/2000        std::vector<float, std::allocator<float> >::capacity() const [102]
                0.00    0.00    2000/8019        std::vector<float, std::allocator<float> >::size() const [18]
                0.00    0.00    2000/4005        float* std::copy<float const*, float*>(float const*, float const*, float*) [52]
                0.00    0.00    2000/2000        std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) [104]
-----------------------------------------------
                0.00    0.00    2000/2000        void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [103]
[104]    0.0    0.00    0.00    2000         std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) [104]
                0.00    0.00    1998/16026       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [10]
                0.00    0.00    1998/8006        void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [29]
-----------------------------------------------
                0.00    0.00    2000/2000        main [6]
[105]    0.0    0.00    0.00    2000         std::vector<float, std::allocator<float> >::operator=(std::initializer_list<float>) [105]
                0.00    0.00    2000/4005        std::initializer_list<float>::end() const [47]
                0.00    0.00    2000/8010        std::initializer_list<float>::begin() const [19]
                0.00    0.00    2000/2000        void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [103]
-----------------------------------------------
                0.00    0.00    2000/2000        mean_squared_error(std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> >) [139]
[106]    0.0    0.00    0.00    2000         __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<float, std::__is_integer<float>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<float, std::__is_integer<float>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<float, int>(float, int) [106]
-----------------------------------------------
                0.00    0.00      11/1011        int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [145]
                0.00    0.00    1000/1011        std::vector<int, std::allocator<int> >::back() [146]
[107]    0.0    0.00    0.00    1011         std::vector<int, std::allocator<int> >::end() [107]
                0.00    0.00    1011/2022        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [82]
-----------------------------------------------
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [125]
[108]    0.0    0.00    0.00    1001         std::__new_allocator<std::vector<float, std::allocator<float> > >::max_size() const [108]
                0.00    0.00    1001/2002        std::__new_allocator<std::vector<float, std::allocator<float> > >::_M_max_size() const [95]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::vector(std::initializer_list<std::vector<float, std::allocator<float> > >, std::allocator<std::vector<float, std::allocator<float> > > const&) [130]
[109]    0.0    0.00    0.00    1001         std::initializer_list<std::vector<float, std::allocator<float> > >::end() const [109]
                0.00    0.00    1001/2002        std::initializer_list<std::vector<float, std::allocator<float> > >::begin() const [96]
                0.00    0.00    1001/1001        std::initializer_list<std::vector<float, std::allocator<float> > >::size() const [110]
-----------------------------------------------
                0.00    0.00    1001/1001        std::initializer_list<std::vector<float, std::allocator<float> > >::end() const [109]
[110]    0.0    0.00    0.00    1001         std::initializer_list<std::vector<float, std::allocator<float> > >::size() const [110]
-----------------------------------------------
                0.00    0.00       1/1001        __static_initialization_and_destruction_0(int, int) [182]
                0.00    0.00    1000/1001        main [6]
[111]    0.0    0.00    0.00    1001         std::allocator<std::vector<float, std::allocator<float> > >::allocator() [111]
                0.00    0.00    1001/1001        std::__new_allocator<std::vector<float, std::allocator<float> > >::__new_allocator() [122]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::_Destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [136]
[112]    0.0    0.00    0.00    1001         void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [112]
                0.00    0.00    2002/2002        void std::_Destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*) [101]
                0.00    0.00    2002/4004        std::vector<float, std::allocator<float> >* std::__addressof<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >&) [55]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
[113]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_allocate(unsigned long) [113]
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::allocate(std::allocator<std::vector<float, std::allocator<float> > >&, unsigned long) [124]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_base(std::allocator<std::vector<float, std::allocator<float> > > const&) [118]
[114]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<float, std::allocator<float> > > const&) [114]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl_data::_Vector_impl_data() [117]
                0.00    0.00    1001/2002        std::allocator<std::vector<float, std::allocator<float> > >::allocator(std::allocator<std::vector<float, std::allocator<float> > > const&) [97]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base() [119]
[115]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::~_Vector_impl() [115]
                0.00    0.00    1001/3003        std::allocator<std::vector<float, std::allocator<float> > >::~allocator() [79]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base() [119]
[116]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [116]
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::deallocate(std::allocator<std::vector<float, std::allocator<float> > >&, std::vector<float, std::allocator<float> >*, unsigned long) [123]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<float, std::allocator<float> > > const&) [114]
[117]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl_data::_Vector_impl_data() [117]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::vector(std::initializer_list<std::vector<float, std::allocator<float> > >, std::allocator<std::vector<float, std::allocator<float> > > const&) [130]
[118]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_base(std::allocator<std::vector<float, std::allocator<float> > > const&) [118]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<float, std::allocator<float> > > const&) [114]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [144]
[119]    0.0    0.00    0.00    1001         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base() [119]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [116]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::~_Vector_impl() [115]
-----------------------------------------------
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::deallocate(std::allocator<std::vector<float, std::allocator<float> > >&, std::vector<float, std::allocator<float> >*, unsigned long) [123]
[120]    0.0    0.00    0.00    1001         std::__new_allocator<std::vector<float, std::allocator<float> > >::deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [120]
-----------------------------------------------
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::allocate(std::allocator<std::vector<float, std::allocator<float> > >&, unsigned long) [124]
[121]    0.0    0.00    0.00    1001         std::__new_allocator<std::vector<float, std::allocator<float> > >::allocate(unsigned long, void const*) [121]
                0.00    0.00    1001/2002        std::__new_allocator<std::vector<float, std::allocator<float> > >::_M_max_size() const [95]
-----------------------------------------------
                0.00    0.00    1001/1001        std::allocator<std::vector<float, std::allocator<float> > >::allocator() [111]
[122]    0.0    0.00    0.00    1001         std::__new_allocator<std::vector<float, std::allocator<float> > >::__new_allocator() [122]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [116]
[123]    0.0    0.00    0.00    1001         std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::deallocate(std::allocator<std::vector<float, std::allocator<float> > >&, std::vector<float, std::allocator<float> >*, unsigned long) [123]
                0.00    0.00    1001/1001        std::__new_allocator<std::vector<float, std::allocator<float> > >::deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [120]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_allocate(unsigned long) [113]
[124]    0.0    0.00    0.00    1001         std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::allocate(std::allocator<std::vector<float, std::allocator<float> > >&, unsigned long) [124]
                0.00    0.00    1001/1001        std::__new_allocator<std::vector<float, std::allocator<float> > >::allocate(unsigned long, void const*) [121]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [127]
[125]    0.0    0.00    0.00    1001         std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [125]
                0.00    0.00    1001/1001        std::__new_allocator<std::vector<float, std::allocator<float> > >::max_size() const [108]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::uninitialized_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [133]
[126]    0.0    0.00    0.00    1001         std::vector<float, std::allocator<float> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [126]
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::__do_uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [132]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<float, std::allocator<float> > > const&) [128]
[127]    0.0    0.00    0.00    1001         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [127]
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [125]
                0.00    0.00    1001/3036        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
[128]    0.0    0.00    0.00    1001         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<float, std::allocator<float> > > const&) [128]
                0.00    0.00    1001/2002        std::allocator<std::vector<float, std::allocator<float> > >::allocator(std::allocator<std::vector<float, std::allocator<float> > > const&) [97]
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [127]
                0.00    0.00    1001/3003        std::allocator<std::vector<float, std::allocator<float> > >::~allocator() [79]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::vector(std::initializer_list<std::vector<float, std::allocator<float> > >, std::allocator<std::vector<float, std::allocator<float> > > const&) [130]
[129]    0.0    0.00    0.00    1001         void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
                0.00    0.00    2002/3003        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_get_Tp_allocator() [80]
                0.00    0.00    1001/1001        std::iterator_traits<std::vector<float, std::allocator<float> > const*>::difference_type std::distance<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*) [138]
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<float, std::allocator<float> > > const&) [128]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_allocate(unsigned long) [113]
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::__uninitialized_copy_a<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [135]
-----------------------------------------------
                0.00    0.00       1/1001        __static_initialization_and_destruction_0(int, int) [182]
                0.00    0.00    1000/1001        main [6]
[130]    0.0    0.00    0.00    1001         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::vector(std::initializer_list<std::vector<float, std::allocator<float> > >, std::allocator<std::vector<float, std::allocator<float> > > const&) [130]
                0.00    0.00    1001/1001        std::initializer_list<std::vector<float, std::allocator<float> > >::end() const [109]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_base(std::allocator<std::vector<float, std::allocator<float> > > const&) [118]
                0.00    0.00    1001/2002        std::initializer_list<std::vector<float, std::allocator<float> > >::begin() const [96]
                0.00    0.00    1001/1001        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
-----------------------------------------------
                0.00    0.00    1001/1001        std::iterator_traits<std::vector<float, std::allocator<float> > const*>::difference_type std::distance<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*) [138]
[131]    0.0    0.00    0.00    1001         std::iterator_traits<std::vector<float, std::allocator<float> > const*>::difference_type std::__distance<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::random_access_iterator_tag) [131]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [126]
[132]    0.0    0.00    0.00    1001         std::vector<float, std::allocator<float> >* std::__do_uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [132]
                0.00    0.00    2002/4004        std::vector<float, std::allocator<float> >* std::__addressof<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >&) [55]
                0.00    0.00    2002/2002        void std::_Construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [99]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::__uninitialized_copy_a<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [135]
[133]    0.0    0.00    0.00    1001         std::vector<float, std::allocator<float> >* std::uninitialized_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [133]
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [126]
-----------------------------------------------
                0.00    0.00    1001/1001        std::iterator_traits<std::vector<float, std::allocator<float> > const*>::difference_type std::distance<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*) [138]
[134]    0.0    0.00    0.00    1001         std::iterator_traits<std::vector<float, std::allocator<float> > const*>::iterator_category std::__iterator_category<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const* const&) [134]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
[135]    0.0    0.00    0.00    1001         std::vector<float, std::allocator<float> >* std::__uninitialized_copy_a<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [135]
                0.00    0.00    1001/1001        std::vector<float, std::allocator<float> >* std::uninitialized_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [133]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::_Destroy<std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [137]
[136]    0.0    0.00    0.00    1001         void std::_Destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [136]
                0.00    0.00    1001/1001        void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [112]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [144]
[137]    0.0    0.00    0.00    1001         void std::_Destroy<std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [137]
                0.00    0.00    1001/1001        void std::_Destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [136]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
[138]    0.0    0.00    0.00    1001         std::iterator_traits<std::vector<float, std::allocator<float> > const*>::difference_type std::distance<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*) [138]
                0.00    0.00    1001/1001        std::iterator_traits<std::vector<float, std::allocator<float> > const*>::iterator_category std::__iterator_category<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const* const&) [134]
                0.00    0.00    1001/1001        std::iterator_traits<std::vector<float, std::allocator<float> > const*>::difference_type std::__distance<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::random_access_iterator_tag) [131]
-----------------------------------------------
                0.00    0.00    1000/1000        main [6]
[139]    0.0    0.00    0.00    1000         mean_squared_error(std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> >) [139]
                0.00    0.00    4000/56000       std::vector<float, std::allocator<float> >::operator[](unsigned long) [8]
                0.00    0.00    2000/2000        __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<float, std::__is_integer<float>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<float, std::__is_integer<float>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<float, int>(float, int) [106]
                0.00    0.00    1000/8019        std::vector<float, std::allocator<float> >::size() const [18]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::back() [146]
[140]    0.0    0.00    0.00    1000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [140]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::back() [146]
[141]    0.0    0.00    0.00    1000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [141]
                0.00    0.00    1000/2022        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [82]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [143]
[142]    0.0    0.00    0.00    1000         void std::__new_allocator<int>::construct<int, int>(int*, int&&) [142]
                0.00    0.00    1000/7002        operator new(unsigned long, void*) [34]
                0.00    0.00    1000/3011        int&& std::forward<int>(std::remove_reference<int>::type&) [78]
-----------------------------------------------
                0.00    0.00      11/1000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [172]
                0.00    0.00     989/1000        int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [145]
[143]    0.0    0.00    0.00    1000         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [143]
                0.00    0.00    1000/3011        int&& std::forward<int>(std::remove_reference<int>::type&) [78]
                0.00    0.00    1000/1000        void std::__new_allocator<int>::construct<int, int>(int*, int&&) [142]
-----------------------------------------------
                0.00    0.00    1000/1000        main [6]
[144]    0.0    0.00    0.00    1000         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [144]
                0.00    0.00    1001/3003        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_get_Tp_allocator() [80]
                0.00    0.00    1001/1001        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base() [119]
