Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00    8004/8004        float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [67]
[32]     0.0    0.00    0.00    8004         __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [32]
-----------------------------------------------
                0.00    0.00    8004/8004        float* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [64]
[33]     0.0    0.00    0.00    8004         float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [33]
                0.00    0.00    8004/8004        __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const [31]
-----------------------------------------------
                0.00    0.00    1000/7002        void std::__new_allocator<int>::construct<int, int>(int*, int&&) [142]
                0.00    0.00    2002/7002        void std::_Construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [99]
                0.00    0.00    4000/7002        void std::__new_allocator<float>::construct<float, float>(float*, float&&) [70]
[34]     0.0    0.00    0.00    7002         operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.00    0.00       4/6012        void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [180]
                0.00    0.00    6008/6012        std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [43]
[35]     0.0    0.00    0.00    6012         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [35]
                0.00    0.00    6011/6011        std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [39]
-----------------------------------------------
                0.00    0.00       4/6011        void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [180]
                0.00    0.00    2005/6011        void std::vector<float, std::allocator<float> >::_M_range_initialize<float const*>(float const*, float const*, std::forward_iterator_tag) [91]
                0.00    0.00    4002/6011        std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [59]
[36]     0.0    0.00    0.00    6011         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [36]
                0.00    0.00    6011/6011        std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [40]
-----------------------------------------------
                0.00    0.00    6011/6011        std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [39]
[37]     0.0    0.00    0.00    6011         std::__new_allocator<float>::deallocate(float*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00    6011/6011        std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [40]
[38]     0.0    0.00    0.00    6011         std::__new_allocator<float>::allocate(unsigned long, void const*) [38]
                0.00    0.00    6011/8024        std::__new_allocator<float>::_M_max_size() const [17]
-----------------------------------------------
                0.00    0.00    6011/6011        std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [35]
[39]     0.0    0.00    0.00    6011         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [39]
                0.00    0.00    6011/6011        std::__new_allocator<float>::deallocate(float*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00    6011/6011        std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [36]
[40]     0.0    0.00    0.00    6011         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [40]
                0.00    0.00    6011/6011        std::__new_allocator<float>::allocate(unsigned long, void const*) [38]
-----------------------------------------------
                0.00    0.00    6008/6008        std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [43]
[41]     0.0    0.00    0.00    6008         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [41]
                0.00    0.00    6008/14020       std::allocator<float>::~allocator() [11]
-----------------------------------------------
                0.00    0.00       1/6008        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [187]
                0.00    0.00    6007/6008        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [44]
[42]     0.0    0.00    0.00    6008         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [42]
-----------------------------------------------
                0.00    0.00    6008/6008        std::vector<float, std::allocator<float> >::~vector() [45]
[43]     0.0    0.00    0.00    6008         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [43]
                0.00    0.00    6008/6012        std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [35]
                0.00    0.00    6008/6008        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [41]
-----------------------------------------------
                0.00    0.00    2005/6007        std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [88]
                0.00    0.00    4002/6007        std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [60]
[44]     0.0    0.00    0.00    6007         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [44]
                0.00    0.00    6007/12014       std::allocator<float>::allocator(std::allocator<float> const&) [13]
                0.00    0.00    6007/6008        std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [42]
-----------------------------------------------
                0.00    0.00       2/6006        __static_initialization_and_destruction_0(int, int) [182]
                0.00    0.00    2002/6006        void std::_Destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*) [101]
                0.00    0.00    4002/6006        main [6]
[45]     0.0    0.00    0.00    6006         std::vector<float, std::allocator<float> >::~vector() [45]
                0.00    0.00    6008/16026       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [10]
                0.00    0.00    6008/8006        void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [29]
                0.00    0.00    6008/6008        std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [43]
-----------------------------------------------
                0.00    0.00       8/4010        std::vector<float, std::allocator<float> >::max_size() const [174]
                0.00    0.00    4002/4010        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
[46]     0.0    0.00    0.00    4010         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [46]
-----------------------------------------------
                0.00    0.00    2000/4005        std::vector<float, std::allocator<float> >::operator=(std::initializer_list<float>) [105]
                0.00    0.00    2005/4005        std::vector<float, std::allocator<float> >::vector(std::initializer_list<float>, std::allocator<float> const&) [92]
[47]     0.0    0.00    0.00    4005         std::initializer_list<float>::end() const [47]
                0.00    0.00    4005/8010        std::initializer_list<float>::begin() const [19]
                0.00    0.00    4005/4005        std::initializer_list<float>::size() const [48]
-----------------------------------------------
                0.00    0.00    4005/4005        std::initializer_list<float>::end() const [47]
[48]     0.0    0.00    0.00    4005         std::initializer_list<float>::size() const [48]
-----------------------------------------------
                0.00    0.00    4005/4005        std::iterator_traits<float const*>::difference_type std::distance<float const*>(float const*, float const*) [53]
[49]     0.0    0.00    0.00    4005         std::iterator_traits<float const*>::difference_type std::__distance<float const*>(float const*, float const*, std::random_access_iterator_tag) [49]
-----------------------------------------------
                0.00    0.00    4005/4005        float* std::copy<float const*, float*>(float const*, float const*, float*) [52]
[50]     0.0    0.00    0.00    4005         float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [50]
                0.00    0.00    8010/8010        float const* std::__niter_base<float const*>(float const*) [21]
                0.00    0.00    4005/8031        float* std::__niter_base<float*>(float*) [16]
                0.00    0.00    4005/8007        float* std::__copy_move_a1<false, float const*, float*>(float const*, float const*, float*) [25]
                0.00    0.00    4005/8007        float* std::__niter_wrap<float*>(float* const&, float*) [24]
-----------------------------------------------
                0.00    0.00    4005/4005        std::iterator_traits<float const*>::difference_type std::distance<float const*>(float const*, float const*) [53]
[51]     0.0    0.00    0.00    4005         std::iterator_traits<float const*>::iterator_category std::__iterator_category<float const*>(float const* const&) [51]
-----------------------------------------------
                0.00    0.00    2000/4005        void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [103]
                0.00    0.00    2005/4005        float* std::__uninitialized_copy<true>::__uninit_copy<float const*, float*>(float const*, float const*, float*) [89]
[52]     0.0    0.00    0.00    4005         float* std::copy<float const*, float*>(float const*, float const*, float*) [52]
                0.00    0.00    8010/8010        float const* std::__miter_base<float const*>(float const*) [20]
                0.00    0.00    4005/4005        float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [50]
-----------------------------------------------
                0.00    0.00    2000/4005        void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [103]
                0.00    0.00    2005/4005        void std::vector<float, std::allocator<float> >::_M_range_initialize<float const*>(float const*, float const*, std::forward_iterator_tag) [91]
[53]     0.0    0.00    0.00    4005         std::iterator_traits<float const*>::difference_type std::distance<float const*>(float const*, float const*) [53]
                0.00    0.00    4005/4005        std::iterator_traits<float const*>::iterator_category std::__iterator_category<float const*>(float const* const&) [51]
                0.00    0.00    4005/4005        std::iterator_traits<float const*>::difference_type std::__distance<float const*>(float const*, float const*, std::random_access_iterator_tag) [49]
-----------------------------------------------
                0.00    0.00       4/4004        float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [72]
                0.00    0.00    4000/4004        std::vector<float, std::allocator<float> >::back() [73]
[54]     0.0    0.00    0.00    4004         std::vector<float, std::allocator<float> >::end() [54]
                0.00    0.00    4004/8008        __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [22]
-----------------------------------------------
                0.00    0.00    2002/4004        void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [112]
                0.00    0.00    2002/4004        std::vector<float, std::allocator<float> >* std::__do_uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [132]
[55]     0.0    0.00    0.00    4004         std::vector<float, std::allocator<float> >* std::__addressof<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >&) [55]
-----------------------------------------------
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
[56]     0.0    0.00    0.00    4002         __gnu_cxx::__alloc_traits<std::allocator<float>, float>::_S_select_on_copy(std::allocator<float> const&) [56]
                0.00    0.00    4002/4002        std::allocator_traits<std::allocator<float> >::select_on_container_copy_construction(std::allocator<float> const&) [61]
-----------------------------------------------
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
[57]     0.0    0.00    0.00    4002         std::vector<float, std::allocator<float> >::end() const [57]
                0.00    0.00    4002/8004        __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&) [30]
-----------------------------------------------
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
[58]     0.0    0.00    0.00    4002         std::vector<float, std::allocator<float> >::begin() const [58]
                0.00    0.00    4002/8004        __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&) [30]
-----------------------------------------------
                0.00    0.00    4002/4002        std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [60]
[59]     0.0    0.00    0.00    4002         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [59]
                0.00    0.00    4002/6011        std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [36]
-----------------------------------------------
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
[60]     0.0    0.00    0.00    4002         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [60]
                0.00    0.00    4002/6007        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [44]
                0.00    0.00    4002/4002        std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [59]
-----------------------------------------------
                0.00    0.00    4002/4002        __gnu_cxx::__alloc_traits<std::allocator<float>, float>::_S_select_on_copy(std::allocator<float> const&) [56]
[61]     0.0    0.00    0.00    4002         std::allocator_traits<std::allocator<float> >::select_on_container_copy_construction(std::allocator<float> const&) [61]
                0.00    0.00    4002/12014       std::allocator<float>::allocator(std::allocator<float> const&) [13]
-----------------------------------------------
                0.00    0.00    4002/4002        float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [65]
[62]     0.0    0.00    0.00    4002         float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [62]
                0.00    0.00    4002/4002        float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [67]
-----------------------------------------------
                0.00    0.00    2000/4002        main [6]
                0.00    0.00    2002/4002        void std::_Construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [99]
[63]     0.0    0.00    0.00    4002         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
                0.00    0.00    4002/4010        std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [46]
                0.00    0.00    4002/4002        __gnu_cxx::__alloc_traits<std::allocator<float>, float>::_S_select_on_copy(std::allocator<float> const&) [56]
                0.00    0.00    4002/8019        std::vector<float, std::allocator<float> >::size() const [18]
                0.00    0.00    4002/4002        std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [60]
                0.00    0.00    4002/14020       std::allocator<float>::~allocator() [11]
                0.00    0.00    4002/16026       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [10]
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::end() const [57]
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::begin() const [58]
                0.00    0.00    4002/4002        float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [66]
-----------------------------------------------
                0.00    0.00    4002/4002        float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [67]
[64]     0.0    0.00    0.00    4002         float* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [64]
                0.00    0.00    8004/8004        float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [33]
                0.00    0.00    4002/8031        float* std::__niter_base<float*>(float*) [16]
                0.00    0.00    4002/8007        float* std::__copy_move_a1<false, float const*, float*>(float const*, float const*, float*) [25]
                0.00    0.00    4002/8007        float* std::__niter_wrap<float*>(float* const&, float*) [24]
-----------------------------------------------
                0.00    0.00    4002/4002        float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [66]
[65]     0.0    0.00    0.00    4002         float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [65]
                0.00    0.00    4002/4002        float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [62]
-----------------------------------------------
                0.00    0.00    4002/4002        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [63]
[66]     0.0    0.00    0.00    4002         float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [66]
                0.00    0.00    4002/4002        float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [65]
-----------------------------------------------
                0.00    0.00    4002/4002        float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [62]
[67]     0.0    0.00    0.00    4002         float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [67]
                0.00    0.00    8004/8004        __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [32]
                0.00    0.00    4002/4002        float* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [64]
-----------------------------------------------
                0.00    0.00    4000/4000        std::vector<float, std::allocator<float> >::back() [73]
[68]     0.0    0.00    0.00    4000         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator*() const [68]
-----------------------------------------------
                0.00    0.00    4000/4000        std::vector<float, std::allocator<float> >::back() [73]
[69]     0.0    0.00    0.00    4000         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator-(long) const [69]
                0.00    0.00    4000/8008        __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [22]
-----------------------------------------------
                0.00    0.00    4000/4000        void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [71]
[70]     0.0    0.00    0.00    4000         void std::__new_allocator<float>::construct<float, float>(float*, float&&) [70]
                0.00    0.00    4000/7002        operator new(unsigned long, void*) [34]
                0.00    0.00    4000/12004       float&& std::forward<float>(std::remove_reference<float>::type&) [15]
-----------------------------------------------
                0.00    0.00       4/4000        void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [180]
                0.00    0.00    3996/4000        float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [72]
[71]     0.0    0.00    0.00    4000         void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [71]
                0.00    0.00    4000/12004       float&& std::forward<float>(std::remove_reference<float>::type&) [15]
                0.00    0.00    4000/4000        void std::__new_allocator<float>::construct<float, float>(float*, float&&) [70]
-----------------------------------------------
                0.00    0.00    4000/4000        std::vector<float, std::allocator<float> >::push_back(float&&) [74]
[72]     0.0    0.00    0.00    4000         float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [72]
                0.00    0.00    4000/12004       float&& std::forward<float>(std::remove_reference<float>::type&) [15]
                0.00    0.00    4000/4000        std::vector<float, std::allocator<float> >::back() [73]
                0.00    0.00    3996/4000        void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [71]
                0.00    0.00       4/4004        std::vector<float, std::allocator<float> >::end() [54]
                0.00    0.00       4/4           void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [180]
-----------------------------------------------
                0.00    0.00    4000/4000        float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [72]
[73]     0.0    0.00    0.00    4000         std::vector<float, std::allocator<float> >::back() [73]
                0.00    0.00    4000/4004        std::vector<float, std::allocator<float> >::end() [54]
                0.00    0.00    4000/4000        __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator-(long) const [69]
                0.00    0.00    4000/4000        __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator*() const [68]
-----------------------------------------------
                0.00    0.00    4000/4000        main [6]
[74]     0.0    0.00    0.00    4000         std::vector<float, std::allocator<float> >::push_back(float&&) [74]
                0.00    0.00    4000/4000        std::remove_reference<float&>::type&& std::move<float&>(float&) [76]
                0.00    0.00    4000/4000        float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [72]
-----------------------------------------------
                0.00    0.00    4000/4000        main [6]
[75]     0.0    0.00    0.00    4000         std::exp(float) [75]
-----------------------------------------------
                0.00    0.00    4000/4000        std::vector<float, std::allocator<float> >::push_back(float&&) [74]
[76]     0.0    0.00    0.00    4000         std::remove_reference<float&>::type&& std::move<float&>(float&) [76]
-----------------------------------------------
                0.00    0.00      22/3036        std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [158]
                0.00    0.00    1001/3036        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_max_size(std::allocator<std::vector<float, std::allocator<float> > > const&) [127]
                0.00    0.00    2013/3036        std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [85]
[77]     0.0    0.00    0.00    3036         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.00      11/3011        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [172]
                0.00    0.00    1000/3011        int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [145]
                0.00    0.00    1000/3011        void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [143]
                0.00    0.00    1000/3011        void std::__new_allocator<int>::construct<int, int>(int*, int&&) [142]
[78]     0.0    0.00    0.00    3011         int&& std::forward<int>(std::remove_reference<int>::type&) [78]
-----------------------------------------------
                0.00    0.00       1/3003        __static_initialization_and_destruction_0(int, int) [182]
                0.00    0.00    1000/3003        main [6]
                0.00    0.00    1001/3003        std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::~_Vector_impl() [115]
                0.00    0.00    1001/3003        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<float, std::allocator<float> > > const&) [128]
[79]     0.0    0.00    0.00    3003         std::allocator<std::vector<float, std::allocator<float> > >::~allocator() [79]
                0.00    0.00    3003/3003        std::__new_allocator<std::vector<float, std::allocator<float> > >::~__new_allocator() [81]
-----------------------------------------------
                0.00    0.00    1001/3003        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [144]
                0.00    0.00    2002/3003        void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_initialize<std::vector<float, std::allocator<float> > const*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::forward_iterator_tag) [129]
[80]     0.0    0.00    0.00    3003         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.00    0.00    3003/3003        std::allocator<std::vector<float, std::allocator<float> > >::~allocator() [79]
[81]     0.0    0.00    0.00    3003         std::__new_allocator<std::vector<float, std::allocator<float> > >::~__new_allocator() [81]
-----------------------------------------------
                0.00    0.00      11/2022        std::vector<int, std::allocator<int> >::begin() [173]
                0.00    0.00    1000/2022        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [141]
                0.00    0.00    1011/2022        std::vector<int, std::allocator<int> >::end() [107]
[82]     0.0    0.00    0.00    2022         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [82]
-----------------------------------------------
                0.00    0.00    2013/2013        std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [84]
[83]     0.0    0.00    0.00    2013         std::__new_allocator<float>::max_size() const [83]
                0.00    0.00    2013/8024        std::__new_allocator<float>::_M_max_size() const [17]
-----------------------------------------------
                0.00    0.00    2013/2013        std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [85]
[84]     0.0    0.00    0.00    2013         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [84]
                0.00    0.00    2013/2013        std::__new_allocator<float>::max_size() const [83]
-----------------------------------------------
                0.00    0.00       8/2013        std::vector<float, std::allocator<float> >::max_size() const [174]
                0.00    0.00    2005/2013        std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [90]
[85]     0.0    0.00    0.00    2013         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [85]
