Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/20005       std::vector<float, std::allocator<float> >* std::__addressof<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >&) [71]
-----------------------------------------------
                0.00    0.00      49/870000      void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.01  869951/870000      std::vector<float, std::allocator<float> >::push_back(float const&) [4]
[16]     0.1    0.00    0.01  870000         void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [16]
                0.00    0.00  870000/1740049     float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [5]
                0.00    0.00  870000/870000      void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [17]
-----------------------------------------------
                0.00    0.00  870000/870000      void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [16]
[17]     0.0    0.00    0.00  870000         void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [17]
                0.00    0.00  870000/1740049     float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [5]
                0.00    0.00  870000/905003      operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00    5000/5000        main [1]
[18]     0.0    0.00    0.00    5000         mean_squared_error(std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> >) [18]
                0.00    0.00   20000/3000220000     std::vector<float, std::allocator<float> >::operator[](unsigned long) [2]
                0.00    0.00   10000/10000       __gnu_cxx::__promote_2<float, int, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<float, int>(float, int) [119]
                0.00    0.00    5000/40216       std::vector<float, std::allocator<float> >::size() const [41]
-----------------------------------------------
                0.00    0.00      49/49          std::vector<float, std::allocator<float> >::push_back(float const&) [4]
[19]     0.0    0.00    0.00      49         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.00      49/870000      void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [16]
                0.00    0.00      49/1740049     float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [5]
                0.00    0.00      98/106         std::vector<float, std::allocator<float> >::_S_use_relocate() [158]
                0.00    0.00      98/80126       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [34]
                0.00    0.00      98/1920212     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [28]
                0.00    0.00      98/106         std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [156]
                0.00    0.00      49/53          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [167]
                0.00    0.00      49/90053       std::vector<float, std::allocator<float> >::begin() [33]
                0.00    0.00      49/53          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [166]
                0.00    0.00      49/30060       std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [59]
                0.00    0.00      49/30063       std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [56]
-----------------------------------------------
                0.00    0.00   20000/20000       std::vector<float, std::allocator<float> >::push_back(float&&) [21]
[20]     0.0    0.00    0.00   20000         void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [20]
                0.00    0.00       4/90053       std::vector<float, std::allocator<float> >::end() [7]
                0.00    0.00   20000/60004       float&& std::forward<float>(std::remove_reference<float>::type&) [39]
                0.00    0.00   19996/20000       void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [89]
                0.00    0.00       4/4           void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[21]     0.0    0.00    0.00   20000         std::vector<float, std::allocator<float> >::push_back(float&&) [21]
                0.00    0.00   20000/20000       void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [20]
                0.00    0.00   20000/20000       std::remove_reference<float&>::type&& std::move<float&>(float&) [91]
-----------------------------------------------
                0.00    0.00       8/1920212     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
                0.00    0.00      98/1920212     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.00     106/1920212     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [166]
                0.00    0.00 1920000/1920212     bool __gnu_cxx::operator!=<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [6]
[28]     0.0    0.00    0.00 1920212         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [28]
-----------------------------------------------
                0.00    0.00       1/905003      void __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >&&) [215]
                0.00    0.00       2/905003      void __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [201]
                0.00    0.00    5000/905003      void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [136]
                0.00    0.00   10000/905003      void std::_Construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > const&>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> > const&) [118]
                0.00    0.00   20000/905003      void __gnu_cxx::new_allocator<float>::construct<float, float>(float*, float&&) [88]
                0.00    0.00  870000/905003      void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [17]
[29]     0.0    0.00    0.00  905003         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00  870000/870000      main [1]
[30]     0.0    0.00    0.00  870000         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator++() [30]
-----------------------------------------------
                0.00    0.00  870000/870000      main [1]
[31]     0.0    0.00    0.00  870000         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator*() const [31]
-----------------------------------------------
                0.00    0.00   90053/180106      std::vector<float, std::allocator<float> >::begin() [33]
                0.00    0.00   90053/180106      std::vector<float, std::allocator<float> >::end() [7]
[32]     0.0    0.00    0.00  180106         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [32]
-----------------------------------------------
                0.00    0.00       4/90053       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
                0.00    0.00      49/90053       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.00   90000/90053       main [1]
[33]     0.0    0.00    0.00   90053         std::vector<float, std::allocator<float> >::begin() [33]
                0.00    0.00   90053/180106      __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [32]
-----------------------------------------------
                0.00    0.00       8/80126       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
                0.00    0.00      98/80126       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.00    9998/80126       std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) [116]
                0.00    0.00   20002/80126       std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [83]
                0.00    0.00   20010/80126       void std::vector<float, std::allocator<float> >::_M_range_initialize<float const*>(float const*, float const*, std::forward_iterator_tag) [106]
                0.00    0.00   30010/80126       std::vector<float, std::allocator<float> >::~vector() [66]
[34]     0.0    0.00    0.00   80126         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [34]
-----------------------------------------------
                0.00    0.00   70022/70022       std::allocator<float>::~allocator() [36]
[35]     0.0    0.00    0.00   70022         __gnu_cxx::new_allocator<float>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00       4/70022       __static_initialization_and_destruction_0(int, int) [213]
                0.00    0.00   10001/70022       main [1]
                0.00    0.00   10005/70022       std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [105]
                0.00    0.00   20002/70022       std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [83]
                0.00    0.00   30010/70022       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [62]
[36]     0.0    0.00    0.00   70022         std::allocator<float>::~allocator() [36]
                0.00    0.00   70022/70022       __gnu_cxx::new_allocator<float>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00   60015/60015       std::allocator<float>::allocator(std::allocator<float> const&) [38]
[37]     0.0    0.00    0.00   60015         __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [37]
-----------------------------------------------
                0.00    0.00       1/60015       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::_Vector_base<float, std::allocator<float> >::_Vector_impl&&) [223]
                0.00    0.00   10005/60015       std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [105]
                0.00    0.00   20002/60015       std::allocator_traits<std::allocator<float> >::select_on_container_copy_construction(std::allocator<float> const&) [81]
                0.00    0.00   30007/60015       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [65]
[38]     0.0    0.00    0.00   60015         std::allocator<float>::allocator(std::allocator<float> const&) [38]
                0.00    0.00   60015/60015       __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [37]
-----------------------------------------------
                0.00    0.00       4/60004       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
                0.00    0.00   20000/60004       void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [20]
                0.00    0.00   20000/60004       void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [89]
                0.00    0.00   20000/60004       void __gnu_cxx::new_allocator<float>::construct<float, float>(float*, float&&) [88]
[39]     0.0    0.00    0.00   60004         float&& std::forward<float>(std::remove_reference<float>::type&) [39]
-----------------------------------------------
                0.00    0.00     318/40325       float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [160]
                0.00    0.00   20002/40325       float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [84]
                0.00    0.00   20005/40325       float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [72]
[40]     0.0    0.00    0.00   40325         float* std::__niter_base<float*>(float*) [40]
-----------------------------------------------
                0.00    0.00     212/40216       std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [167]
                0.00    0.00    5000/40216       mean_squared_error(std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> >) [18]
                0.00    0.00    5002/40216       main [1]
                0.00    0.00   10000/40216       void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [115]
                0.00    0.00   20002/40216       std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [83]
[41]     0.0    0.00    0.00   40216         std::vector<float, std::allocator<float> >::size() const [41]
-----------------------------------------------
                0.00    0.00   10111/40171       std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [97]
                0.00    0.00   30060/40171       __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [58]
[42]     0.0    0.00    0.00   40171         __gnu_cxx::new_allocator<float>::max_size() const [42]
-----------------------------------------------
                0.00    0.00   10000/40010       std::vector<float, std::allocator<float> >::operator=(std::initializer_list<float>) [117]
                0.00    0.00   10005/40010       std::vector<float, std::allocator<float> >::vector(std::initializer_list<float>, std::allocator<float> const&) [107]
                0.00    0.00   20005/40010       std::initializer_list<float>::end() const [68]
[43]     0.0    0.00    0.00   40010         std::initializer_list<float>::begin() const [43]
-----------------------------------------------
                0.00    0.00   40010/40010       float* std::copy<float const*, float*>(float const*, float const*, float*) [74]
[44]     0.0    0.00    0.00   40010         float const* std::__miter_base<float const*>(float const*) [44]
-----------------------------------------------
                0.00    0.00   40010/40010       float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [72]
[45]     0.0    0.00    0.00   40010         float const* std::__niter_base<float const*>(float const*) [45]
-----------------------------------------------
                0.00    0.00   40008/40008       void std::_Destroy<float*>(float*, float*) [47]
[46]     0.0    0.00    0.00   40008         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [46]
-----------------------------------------------
                0.00    0.00   40008/40008       void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [48]
[47]     0.0    0.00    0.00   40008         void std::_Destroy<float*>(float*, float*) [47]
                0.00    0.00   40008/40008       void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [46]
-----------------------------------------------
                0.00    0.00    9998/40008       std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) [116]
                0.00    0.00   30010/40008       std::vector<float, std::allocator<float> >::~vector() [66]
[48]     0.0    0.00    0.00   40008         void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [48]
                0.00    0.00   40008/40008       void std::_Destroy<float*>(float*, float*) [47]
-----------------------------------------------
                0.00    0.00   40007/40007       float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [51]
[49]     0.0    0.00    0.00   40007         float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [49]
-----------------------------------------------
                0.00    0.00   20002/40007       float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [84]
                0.00    0.00   20005/40007       float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [72]
[50]     0.0    0.00    0.00   40007         float* std::__niter_wrap<float*>(float* const&, float*) [50]
-----------------------------------------------
                0.00    0.00   20002/40007       float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [84]
                0.00    0.00   20005/40007       float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [72]
[51]     0.0    0.00    0.00   40007         float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [51]
                0.00    0.00   40007/40007       float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [49]
-----------------------------------------------
                0.00    0.00   20002/40004       std::vector<float, std::allocator<float> >::begin() const [78]
                0.00    0.00   20002/40004       std::vector<float, std::allocator<float> >::end() const [77]
[52]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&) [52]
-----------------------------------------------
                0.00    0.00   40004/40004       float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [55]
[53]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const [53]
-----------------------------------------------
                0.00    0.00   40004/40004       float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [87]
[54]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [54]
-----------------------------------------------
                0.00    0.00   40004/40004       float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [84]
[55]     0.0    0.00    0.00   40004         float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [55]
                0.00    0.00   40004/40004       __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const [53]
-----------------------------------------------
                0.00    0.00       4/30063       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
                0.00    0.00      49/30063       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.00   30010/30063       std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [63]
[56]     0.0    0.00    0.00   30063         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [56]
                0.00    0.00   30060/30060       std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00   30060/30060       std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [60]
[57]     0.0    0.00    0.00   30060         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [57]
-----------------------------------------------
                0.00    0.00   30060/30060       std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [61]
[58]     0.0    0.00    0.00   30060         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [58]
                0.00    0.00   30060/40171       __gnu_cxx::new_allocator<float>::max_size() const [42]
-----------------------------------------------
                0.00    0.00       4/30060       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [200]
                0.00    0.00      49/30060       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [19]
                0.00    0.00   10005/30060       void std::vector<float, std::allocator<float> >::_M_range_initialize<float const*>(float const*, float const*, std::forward_iterator_tag) [106]
                0.00    0.00   20002/30060       std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [79]
[59]     0.0    0.00    0.00   30060         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [59]
                0.00    0.00   30060/30060       std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [61]
-----------------------------------------------
                0.00    0.00   30060/30060       std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [56]
[60]     0.0    0.00    0.00   30060         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [60]
                0.00    0.00   30060/30060       __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [57]
-----------------------------------------------
                0.00    0.00   30060/30060       std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [59]
[61]     0.0    0.00    0.00   30060         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [61]
                0.00    0.00   30060/30060       __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [58]
-----------------------------------------------
                0.00    0.00   30010/30010       std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [63]
[62]     0.0    0.00    0.00   30010         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [62]
                0.00    0.00   30010/70022       std::allocator<float>::~allocator() [36]
-----------------------------------------------
                0.00    0.00   30010/30010       std::vector<float, std::allocator<float> >::~vector() [66]
[63]     0.0    0.00    0.00   30010         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [63]
                0.00    0.00   30010/30063       std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [56]
                0.00    0.00   30010/30010       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [62]
-----------------------------------------------
                0.00    0.00       2/30009       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [204]
                0.00    0.00   30007/30009       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [65]
[64]     0.0    0.00    0.00   30009         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [64]
-----------------------------------------------
                0.00    0.00   10005/30007       std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [103]
                0.00    0.00   20002/30007       std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [80]
[65]     0.0    0.00    0.00   30007         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [65]
                0.00    0.00   30007/60015       std::allocator<float>::allocator(std::allocator<float> const&) [38]
                0.00    0.00   30007/30009       std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [64]
-----------------------------------------------
                0.00    0.00       1/30005       void __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*) [214]
                0.00    0.00   10002/30005       void std::_Destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*) [110]
                0.00    0.00   20002/30005       main [1]
[66]     0.0    0.00    0.00   30005         std::vector<float, std::allocator<float> >::~vector() [66]
                0.00    0.00   30010/80126       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [34]
                0.00    0.00   30010/40008       void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [48]
                0.00    0.00   30010/30010       std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [63]
-----------------------------------------------
                0.00    0.00     106/20108       std::vector<float, std::allocator<float> >::max_size() const [155]
                0.00    0.00   20002/20108       std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [83]
[67]     0.0    0.00    0.00   20108         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [67]
-----------------------------------------------
                0.00    0.00   10000/20005       std::vector<float, std::allocator<float> >::operator=(std::initializer_list<float>) [117]
                0.00    0.00   10005/20005       std::vector<float, std::allocator<float> >::vector(std::initializer_list<float>, std::allocator<float> const&) [107]
[68]     0.0    0.00    0.00   20005         std::initializer_list<float>::end() const [68]
                0.00    0.00   20005/40010       std::initializer_list<float>::begin() const [43]
                0.00    0.00   20005/20005       std::initializer_list<float>::size() const [69]
-----------------------------------------------
                0.00    0.00   20005/20005       std::initializer_list<float>::end() const [68]
[69]     0.0    0.00    0.00   20005         std::initializer_list<float>::size() const [69]
-----------------------------------------------
                0.00    0.00   20005/20005       std::iterator_traits<float const*>::difference_type std::distance<float const*>(float const*, float const*) [75]
[70]     0.0    0.00    0.00   20005         std::iterator_traits<float const*>::difference_type std::__distance<float const*>(float const*, float const*, std::random_access_iterator_tag) [70]
-----------------------------------------------
                0.00    0.00       1/20005       void std::__relocate_object_a<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [15]
                0.00    0.00       2/20005       std::vector<float, std::allocator<float> >* std::__relocate_a_1<std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > > >(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*, std::allocator<std::vector<float, std::allocator<float> > >&) [11]
                0.00    0.00   10000/20005       std::vector<float, std::allocator<float> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> > const*, std::vector<float, std::allocator<float> >*) [142]
                0.00    0.00   10002/20005       void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [130]
[71]     0.0    0.00    0.00   20005         std::vector<float, std::allocator<float> >* std::__addressof<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >&) [71]
-----------------------------------------------
                0.00    0.00   20005/20005       float* std::copy<float const*, float*>(float const*, float const*, float*) [74]
[72]     0.0    0.00    0.00   20005         float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [72]
                0.00    0.00   40010/40010       float const* std::__niter_base<float const*>(float const*) [45]
                0.00    0.00   20005/40325       float* std::__niter_base<float*>(float*) [40]
                0.00    0.00   20005/40007       float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [51]
                0.00    0.00   20005/40007       float* std::__niter_wrap<float*>(float* const&, float*) [50]
-----------------------------------------------
                0.00    0.00   20005/20005       std::iterator_traits<float const*>::difference_type std::distance<float const*>(float const*, float const*) [75]
[73]     0.0    0.00    0.00   20005         std::iterator_traits<float const*>::iterator_category std::__iterator_category<float const*>(float const* const&) [73]
-----------------------------------------------
                0.00    0.00   10000/20005       void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [115]
                0.00    0.00   10005/20005       float* std::__uninitialized_copy<true>::__uninit_copy<float const*, float*>(float const*, float const*, float*) [104]
[74]     0.0    0.00    0.00   20005         float* std::copy<float const*, float*>(float const*, float const*, float*) [74]
                0.00    0.00   40010/40010       float const* std::__miter_base<float const*>(float const*) [44]
                0.00    0.00   20005/20005       float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [72]
-----------------------------------------------
                0.00    0.00   10000/20005       void std::vector<float, std::allocator<float> >::_M_assign_aux<float const*>(float const*, float const*, std::forward_iterator_tag) [115]
